relative_path,person,label,filename,bytes,sha256,width,height,fps,duration
P04/Xin lỗi/005.mov,P04,Xin lỗi,005.mov,7487635,9d38faa07d3cd8a137c4a8cdd45ce820cda46436a7f9ade8c7d52a95cdb2b6dd,1920,1080,59.9592,4.9033
P04/Xin lỗi/006.mov,P04,Xin lỗi,006.mov,7328041,93103308ab906ab991b82812e94472f24b29516fac3b2548d6f03df375fc3810,1920,1080,59.9581,4.77
P04/Đi đâu/001.mov,P04,Đi đâu,001.mov,4440305,ddb476d69c169b065a70484f36b0e62680bbd8b8221b9a38be890dc5423d555c,1920,1080,59.9651,2.8683
P04/Đi đâu/002.mov,P04,Đi đâu,002.mov,5372788,3991c27826679d0318af94df487c4dd9fba2b7c73cee4f50b453d40b90c59dec,1920,1080,59.9714,3.5017
P04/Đi đâu/003.mov,P04,Đi đâu,003.mov,5168780,94717eec6962c2528333d06dc3828376c947de19e172e877de6e834370a8b475,1920,1080,59.9705,3.385
P04/Đi đâu/004.mov,P04,Đi đâu,004.mov,5515140,5a898293d70405008024b74e439e49cc2a30e6b3b84a5538303a19e1dc52c6d7,1920,1080,59.9725,3.635
P04/Đi đâu/005.mov,P04,Đi đâu,005.mov,6268816,f49be4343a46c8c7a707b8ef1506ebd3c69979c0c27748fe954a4552e34cbd3b,1920,1080,59.9513,4.1033
P04/Đi đâu/006.mov,P04,Đi đâu,006.mov,7119264,f02af8c6fe4fad3b8f271417d380b0d97a856f30a754e70bde36b14dfd33ee39,1920,1080,59.957,4.6533
P04/Được không/001.mov,P04,Được không,001.mov,6771564,6f83984047847c4bd8922c0ead94d56f243cb9c9ff4d5f31baa817b9db7f2e50,1920,1080,59.9548,4.42
P04/Được không/002.mov,P04,Được không,002.mov,8155170,9cbac6dbc6979c39d19cbaff362d2e6cbe8cd9cac096ec49459eb80ca84f8ac8,1920,1080,59.9624,5.32
P04/Được không/003.mov,P04,Được không,003.mov,6619269,91a0bce174297834aaedccf882808ad2f249a571b3a0b89208d28826469e3d15,1920,1080,59.9535,4.3033
P04/Được không/004.mov,P04,Được không,004.mov,7522099,e4a14732d9269c25fcaecf7f851aafa0f51644b5a64f9c347260aff96de47866,1920,1080,59.9591,4.8867
P04/Được không/005.mov,P04,Được không,005.mov,9198447,1efdba8a488d208cc08ac983937db077379aab5f69cdef84ccdaeb5f5264118c,1920,1080,59.9668,6.02
P04/Được không/006.mov,P04,Được không,006.mov,9103149,e2d66c38583defde0ca891965f53fbc648cd62e75b546cd8aeabf2c254fdda93,1920,1080,59.9662,5.92
